app_id,app_name,review_text,review_score,polarity,textblob_sentiment
236390,War Thunder,"I used to be an adventurer like you once, then I took a russian to the knee.",-1,0.0,Neutral
236450,PAC-MAN Championship Edition DX+,Pacman but with drugs!,1,0.0,Neutral
237930,Transistor,"Just like they did it with Bastion, Supergiant has done it again with Transistor. Invigorating gameplay, excellent storytelling and beautiful soundtrack. 11/10",1,0.925,Positive
237930,Transistor,amazing art amazing music detailed combat intricate story to be discovered by the players that look deep enough.  10/10 - amazing game,1,0.2571428571428572,Positive
237930,Transistor,Poignant story with characters so deep that the game immerses you completely.  Gameplay was fun as it mixed fighting with puzzle logic (a planning stage whereupon you execute moves) as well as a bit of crafting (actions can be modified). Wasn't bored for a minute. Absoluteley recommend.  Fans of Bastion will surely love this new game by Supergiants.,1,-0.026363636363636367,Neutral
237930,Transistor,"A must play, Possibly the best game ever",1,0.19999999999999998,Positive
237990,The Banner Saga,"The gameplay and combat is very good... but! For a 2D game, it shouldn't be struggling with FPS on a 780ti :S I can't even go fullscreen 2560x1440 because the screen goes black (except for UI). Apparently the game is made with Flash...  I wouldn't recommend this game.",-1,-0.08095238095238096,Neutral
238010,Deus Ex: Human Revolution - Director's Cut,"This game is utterly Brilliant. The descisions you make will affect the game and the way people think about you, and the final endings are mind blowing",1,0.024999999999999994,Neutral
238090,Sniper Elite 3,"A solid entry into the Sniper Elite franchise, Sniper Elite 3 takes the mechanics from Sniper Elite V2 and uses them in better ways. You play the role of a sniper working with the British military in North Africa during the Second World War. Really, you're equal parts sniper and spy as your missions have you single-handedly infiltrating enemy camps and bases as you try to find an infamous German general and piece together a plot involving Nazi superweapons.  Unlike Sniper Elite V2, the maps in SE3 are much more open and this benefits the game immensely. Where, in V2, I often felt as though I spent half the game playing run 'n gun with my submachine gun, in SE3 I probably used my SMG less than five times. Your silenced pistol will still get a firm workout as you move into positions unseen where you can begin to death upon your foes with your rifle. This isn't a modern era setting shooter though with super-scopes and giant silencers to turn your shots into whispers. If you want to avoid a straight up firefight, you'll need to time your shots against background noise from low-flying aircraft or sabotaged generators to prevent the enemy from knowing where you're at. The game manages a good balance by forcing you to be patient as you line up your shots without making the whole ordeal tedious. There are some stealth mechanics as well including sight indicators, the ability to hide in shadows, guards locating you via sound, etc. Much of the game is spent creeping around and avoiding conflict until you're ready to bring swift vengeance from your perch. The famous Sniper Elite X-Ray Kill Cam makes its return, now updated to show your bullet tearing into muscle and severing arteries as well as bone and organs. Curiously, for all the effort into showing me in graphic detail the damage I'm inflicting, every hit in SE3 is a fatal blow. Shooting someone in the foot was as fatal as expertly putting a round through an enemy sniper's scope and into his brain [Edit: Higher levels introduce much more frequent 'incapacitating' or wounding shots versus clean kills]. For those feeling squeamish or just bored watching bullet cams, this feature can be easily adjusted or turned off.   I only played through the campaign on the default difficulty [Edit: I've since played through on more difficult settings] which used light ballistics modeling but my understanding is that ballistics on the higher levels remain well done, requiring players to account for bullet drop and wind direction and making rifle characteristics such as scope sway and bullet velocity more important. It is unfortunate that there are only four weapons in each class (pistol, rifle, SMG) included in the base game. A wealth of others are available via DLC which, while something of a cash grab, the game redeems itself slightly by including a firing range where you can test fire all the available guns and see which you like before purchasing a weapons pack.  The story is nothing special and you won't feel invested in the plot or making sure that you succeed. The end in particular felt very weak. However, from a mechanics point of view the game shines and the story is just a contrivance to line up 200m shots and put a bullet through someone's temple as artillery fires in the distance, hiding your presence. If you enjoyed V2 (or disliked it mainly for its enclosed maps) or if you find yourself playing the sniper in shooters, you'll probably enjoy your run through this title.",1,0.0356511544011544,Neutral
239140,Dying Light,dying light is a very enjoyable open world game with lots of zombies that you can kill in many different ways it has a very good story,1,0.2942857142857142,Positive
239350,Spelunky,This game is awesome. My friends and I can't stop playing it. It's challenging and has serious variety due to the random map generator. Spelunky is hard to get sick of because you experience something new every time,1,-0.08088023088023086,Neutral
240,Counter-Strike: Source,So i was playing deathmatch... It was a hectic battle of wits and skill. I then noticed a spray on the hallway of a naked lady. 11/10 would jerk it in the middle of a firefight again.,1,0.0,Neutral
240,Counter-Strike: Source,Good Game i like cool!,1,0.24583333333333332,Positive
240760,Wasteland 2,"Wasteland 2 is both fun and challenging while having it's nice funny moments while you're paving your road with blood and corpses. You start with 4 cool blokes who you can modify yourself or just go with... premade characters if you're into that. You can even do anything you please in their customization up to their biography if you are so inclined and since it is RNG based you can have your own little stories about your guys like my sniper 'Dead End' ambush sniping everyone into their own little dead end... in a bloody explosion that involves their head.  With the pros there's a solid combat system, lovely music score, solid story and properly fleshed out characters out there. Some love you on sight while others hate you, and of course there are some that just don't really care about you until you do something.   Most of all your decisions make an impact on the world while some not being obvious. Do you help this faction or that other one? Can one of your decisions is to do nothing and hope it solves itself? Yeah, you can choose to do nothing. And then you get to deal with all the consequences of those decisions.   Oh, and if you feel like it you can kill everyone you meet. Is this a good idea? Probably not... but this kind of thing is what I'm going to judge other RPGs on. Such as you don't like how someone looked at you? You can kill them. You don't like goats? You can shoot them. Don't like Mr. Boss Man telling you what to do? Yeah, you can shoot him to. Probably won't end well though.  Sadly with all games there are cons. Such as random encounters using the same map repeatedly. Slow on response, especially on the world map.  So yeah, if you like cRPGs that use Action Points and where character stats matter you'll like this game.",1,0.058088235294117635,Neutral
241600,Rogue Legacy,"This game.... oh my $#!@$&amp;%!#@$@!#$@!% gawd, THIS GAME. And I can't... stop... playing it.   I thought Spelunky was hard and frustrating. AHAHAhahahAHahahaHAHAHahaa. Gasp.",1,-0.3979166666666667,Negative
241930,Middle-earth™: Shadow of Mordor™,"**Mini-spoiler of some sort...**  Great stealth game dynamics with very fun combat strategies, especially once you start branding and creating your own orc army. For me, that was the greatest part of the gameplay! The sidequests can become a bit repetitive, but are still entertaining. The orc voice-acting is amazing!! The fact that captains and warchiefs who have met you before remember you and tease you about it is quite funny!  There's been a lot of talk about the ending being... well... very blah... Although I found this to be 100% the case (uuurghhh......), I still recommend this game for its very well designed and fun combat dynamics!  Graphics and sound are very impressive! Story is Ok, although not for the Tolkien purist...  Overall, a great 8.5/10",1,0.3665789473684211,Positive
242050,Assassin's Creed IV Black Flag,If you loved the piratey segments of ACIII; get ready for an entire games worth of the same high seas shenanigans.,1,0.22666666666666666,Positive
242680,Nuclear Throne,"First off I love everything about nukes (atomic bombs), so when I read this title I just had to buy it. I plan on spending a lot of time just to read the words ' You reached the Nuclear Throne '. If you love action &amp; fast paced games, then I highly reccomond this game, unless you get mad off easily... You will be proud of owning this title in your library.",1,0.19183333333333336,Positive
247910,Sniper Elite: Nazi Zombie Army 2,10/10 from the midgets back home! Love you mom and dad!,1,0.3125,Positive
250700,Super Time Force Ultra,"This is really solid fun, great for playing in small chunks, and the writing will get a few laughs. Definitely worth picking up.",1,0.15833333333333335,Positive
250900,The Binding of Isaac: Rebirth,"i was never a fan of this kind of games. but this game is amazing, i am only bad at it.  btw. afterbirth is amazing.  graphic and sound works perfect together with the atmosphere and the strange story.  replayvalue 11/10  i am not crying, there is something in my eye award.",1,0.19545454545454552,Positive
252010,Oniken,"It doesn't work for newer macs (higher than MacOSX 10.9) Anything within the requirements will work. It's a shame that this game once worked for me and now because of an update, it's doomed to fall into a spiral of disappointment from every mac buyer",-1,-0.25,Negative
252950,Rocket League,Pretty good if your trash like me,1,0.475,Positive
252950,Rocket League,"This game is arguably the best game I have played in all my life, second only to maybe SMITE. The physics is good, Skill ceiling is very high and its really, really addictive. Don't waste your time viewing reviews just buy it. :'D",1,0.10088888888888888,Positive
253030,Race The Sun,"Hats off to these guys, simple but brilliant concept perfectly executed without any baggage of trying too hard. A true gem of a game that is what it should be, a fun little game.  You are a solar powered craft racing the setting sun, dodging shadows and walls while aiming for pickups. The speed is palpable, the near-misses hair raising and that feeling of success when you just about manage to squeeze under a falling block... thrilling.  The visual style is unique and works perfectly. This game will be a people's favourite.",1,0.1747395833333333,Positive
253430,CastleMiner Z,"although no settings settings it is still a good game. I have a feeling that the game will get better and better, it does feel like aan Xbox port but it works very well. The keys for me are fine and it runs great on my PC, I do like the simplicity of it because I can run it on the go on smaller laptops. Would totally recomend to friends and my my brother who doesn't pay attention to me... Also I would recomend the time that the items disapear in be increased. Since it is on the PC most people can handle having many items on the ground unlike the Xbox.",1,0.27638888888888885,Positive
255710,Cities: Skylines,"What a great game ! People says that this is 'the game that SimCity 5 should have been' but I'm not sure if they're right.  SimCity 5 had great aspects: day/night cycle, date, work and school hours; Monuments and events; traffic (I think); import/export between different cities in the same region -&gt; MULTIPLAYER. Cities: Skylines takes some of these aspects but on some point the game can be disapointing...let me explain:  The vanilla Cities: Skylines has a very specific way to work, the traffic, the roads, the citizens, the tourists (mods can change it); I know that because of my 652 hours playing the game (yeah, that's pretty long). You can build a city that is 100km² and (with a mod) even a city than is 324km² ! But, the game has it's limits with buiding cities, roads and simulation of every citizens and cars.  The game provides a Steam Workshop where you can find (when I'm writing this) over 35000 Assets, Mods, Maps, Saves and Buildings ! You can fall in love with some ones ! But (yeah, another one) the way the game loads, subscribing to only 20 assets or mods, will slooooww down the loading of a city...(I wait between 7 and 15 minutes for my biggest city - 120.000 habitants - to load, and even loaded the game lags because of all the polygons in the map - don't worry, after loaded it's cool...)  Before the conclusion, Colossal Order makes great work on the free updates and the DLCs (After Dark: Leisure, tourism, day and night; Snowfall: Trams, snow, weather, map themes...) and I'm sure there will be more awesome things upcoming !  In conslusion, my review of the game can be pesimist and it can make you don't buy the game, but, really, buy it, sometimes I'm disapointed but I steel play. Just look, I have played this game 652 hours, some played it almost 1000 hours ! That's insane !  So, ifyou buy this game, you won't be sad of spending money for it, it's great game, sometimes disapointing and buggy, but it's a great, great game, with more building oportunities than there's assets on the workshop !",1,0.04952758881330312,Neutral
260230,Valiant Hearts: The Great War™ / Soldats Inconnus : Mémoires de la Grande Guerre™,"Simpy the best adventure I played in the last few years. A really heartbreaking history, well paced, with memorable characters and told in a marvellous way. On top of all that, the gameplay is really interesting, puzzles are engaging and the graphics are really good and fitting .",1,0.41,Positive
261030,The Walking Dead: Season Two,"This game captures the heart of many gamers, The way they make this is amazing. May it be emotional or thrilling, I loved the first episode to much extent. This game is beautiful",1,0.255,Positive
261180,Lethal League,very good 2d fighter game with friends,1,0.25499999999999995,Positive
261530,Lifeless Planet,"Quite a decent sci fi game with a lot of atmosphere. You play an astronaut sent with his crew to land on a distant planet but of course it all goes wrong. The astronaut wakes up to find his crew missing and the lush fertile planet he thought he was landing on is almost completely barren. To make things stranger he soon discovers a Soviet era settlement and the mystery goes from there. This game is pretty much a walking simlator though it does have a lot of sections where you have to jump across platforms and a few basic puzzles.  Good Points: - The atmosphere in his game is great and is brilliant in creating a feeling of isolation as you explore the games barren alien world - The story is pretty decent. There was enough mystery there to suck me in keep me playing. - Voice acting is good too and adds well to the games atmosphere.  Bad points: - As i mentioned ,despite a good few jumping sections, this game is pretty much a walking simulator and there isnt much here in terms of varied gameplay - Pretty short though to be honest its about the right length. Any longer and it wold have felt drawn out. Not much replay value either.  Overall its an alright game that might be worth picking up if you dont mind walking simulators. I would recommend picking it up on sale as it didnt feel worth the full price.",1,0.09023199023199023,Neutral
262060,Darkest Dungeon®,"Excellent turn based dungeon crawler with a punishing difficulty and a great oppressive atmosphere. - Stylish, detailed 2D art style. - H. P. Lovecraft inspired enemies ranging from skeleton warriors to tentacle faced monsters. - GODLIKE voice acting. The narrator sounds like a cross between that dude who does movie trailers and Optimus Prime from Tansformers. - This game is HARD like Ninja Gaiden on the NES hard. - The RNG hates you and you will be screwed over when you think you're doing really well but that's kind of the point. - It runs like a dream and overall feels really well made and polished. - Frequently updated with new content so there's a lot of content here for your money. - Not recommended for people who are easily frustrated.  Love it.",1,0.16194295900178252,Positive
263460,Girls Like Robots,"I'm loving this simple, but charming little game. It looked like something I could just play to fill 10 minutes here and there, but this very quickly consumes hours. For such a small amount of money, this is a bargain.  When I was at school: I liked Robots and Girls didn't like me. Does this mean I was a Geek? :o(",1,0.11212121212121211,Positive
264200,One Finger Death Punch,"This game is absolutely awesome. I recomend getting for the fun fact that it is so simple and so easy to play right off the bat, but if you get into the game it actually gets a lot harder if you want it to. Over all this is one of my most favorite games that i own.",1,0.2265873015873016,Positive
265830,Monochroma,"A story about a kid with a really annoying younger brother who has really short legs.  Others mention Limbo. It's really nothing like Limbo aside from being a puzzle-platformer with a kid as the main character..and a being rather greyscale in the background..and having lots of grim things happen to the protagonist. If you're phobic about humongous eyes or octopus-people then you may want to give this a miss. It's really SCARY if you are.  Otherwise, it's a rather good, if slightly short, exploration into what seems to be a child's nightmares. Backdrops are beautiful, puzzles aren't too easy or too annoying, music is dreamy and generally good. You should play it.",1,-0.003846153846153875,Neutral
268500,XCOM 2,DONT NOT BUY THIS GAME its very buggy and crashed servel times on my pc its not worth 34.99 shocking price,-1,-0.3375,Negative
270010,Time Rifters,"Best game I've tried on the Oculus Rift DK2 so far, this is a brilliant concept, simple, but very well executed.",1,0.3,Positive
270880,American Truck Simulator,I get so into the game that I think it's night in real life when it's only night in the game.  10/10,1,-0.15000000000000002,Negative
272040,KAMI,"Very relaxing puzzle game, good value",1,0.16666666666666666,Positive
273350,Evolve Stage 2,Wait until they fix servers to play this. Hard to play with friends because of so many error messages: 'The lobby is full. Try again later.' 'This multiplayer session has been terminated. Try again later.',-1,0.11166666666666666,Positive
274130,Rambo The Video Game,"The WORST GAME EVER. the grafics is so bad and the price is so high.  Dont buy, just dont buy",-1,-0.48499999999999993,Negative
275850,No Man's Sky,"I really enjoy this game. I like how there is no pressure to complete an objective and can just kinda do my own thing. If your expecting GTA in space, this is not the game for you.",1,0.04999999999999999,Neutral
275850,No Man's Sky,So I know that this game has garnered a whole lot of ♥♥♥♥ in the media but honestly after a 12 hour shift in my ♥♥♥♥♥♥♥t job no man's sky is like a relaxing walk in the park except the park is procedural and there aren't a bunch of kids huffing solvents by the swingset.,1,0.13333333333333333,Positive
275850,No Man's Sky,They know what they did. Where's the game I paid for? Nowhere to be found.,-1,-0.4,Negative
289070,Sid Meier's Civilization VI,"A much more comprehensive first installment of a Civ Series, it has renewed the mechanics 'just enough' that it is fresh but not so much that the game is unrecognisable. Absolutely love it, though the A.I. is still super dumb and there are a couple of details to iron out. 8/10",1,0.14537037037037037,Positive
289650,Assassin's Creed Unity,"This game is what happens when Ubisoft listens to its fans.  Wait, wait. Hear me out.  For years, 'fans' of the AC series have asked for certain things: dedicated stealth buttons, more stealth gameplay, better variation in mission types, extra things to do, collectibles, achievements, better combat... and AC: Unity represents an attempt to give fans what they want.  There's a reason fans aren't game designers, however. Ask a kid what he wants for dinner every night, and you're liable to get ice cream as a response. But you know, as I do, that ice cream is not an acceptable dinner food.  AC: Unity, representing a 'crowdsourced' AC game, is ice cream for dinner. It's things you think you want, things that in moderation may be great, but when thrown together, end up just being bad for you.  Which is not to say that the game is bad, per se. The game is mediocre. Arno is a mediocre protagonist, akin to Connor or Altair. He lacks Ezio's roguish charm or Edward's roguish roguery. He doesn't have the personality of Shay or Aveline. In that regard, he's much more of a 'blank slate,' easy to step into the shoes of, but ultimately, a little flat.  The game also features very little bleed-in from the modern day story line, again something 'fans' have been clamoring for, and again, something that doesn't feel right for the series. The series' more annoying moments (tail missions, instant fail missions, anything with Desmond, etc.) served to highlight its truly bright points. The series has never been a 'stealth' game series. It's historical tourism with a side of stabbing simulator. It's a third person action game with wonky, yet familiar, controls. AC: Unity tries to change that, and in what ends up feeling the most like a video game, also feels like a shift away from what made the series popular, even if it wasn't always the toast of aficionados on gaming forums.  What good can be said about the game? It's beautiful. Obviously, Ubisoft put a lot of work into the new engine, but the edges are rough. This is a craftsperson's first try with new tools, and it shows. However, it's plain enough to see that as the engine matures and the technical bugs get ironed out, it will produce some simply stunning graphics and gameplay.  The game also has some innovative features: the murder mysteries, for example, are great. We've been master assassins and soldiers long enough. Let's have a Great Detective Assassin character, a rollicking mix of Holmes and Batman. The gear customization is also a nice change.  But what are we missing? Series mainstays like Assassin Tombs, variation in mission types (a problem with ACIII and AC:U, it seems). Rewarding combat (AC:U penalizes you for getting into combat. I suppose this is supposed to make you play more stealthily, but see above: stealth is not a strong suit of a game with janky controls and odd rules about line of sight). A well-written premise. I feel like we were cheated out of our Pere Dumas-inspired storyline for some crap about a murder we don't get to care about because we hardly know any of the characters. Even the star-crossed Templar/Assassin lovers storyline is downplayed for, what, the 30th time we've seen a bildungsroman about a young protagonist who totally doesn't want to follow Mom and Dad's creed, yo, only to realize by the end of the game that the Creed is worthwhile and the evil Templars must be stopped? It was cool when Ezio did it. It wore thin with Connor. Matt Ryan's performance as Edward saved that storyline, and now again we've got flat-voiced Arno learning that the world is a bigger place than he thought when he was young? Yawn. Yawn yawn yawn.   I think Ubisoft's heart was in the right place, but the execution fell flat. If AC:U is nothing more than a game hastily constructed around a tech demo for the next-gen AC engine, then it makes sense. If they meant this to be a full game, it's a sour note in the AC symphony. Still, there's enough good elements here to work with that I think the series still has a bright future.",1,0.020611295407491067,Neutral
289650,Assassin's Creed Unity,The Most underrated game of the assassin creed series ...,1,0.04999999999999999,Neutral
290300,Rebel Galaxy,"Very fun game, great value for the price.",1,0.26333333333333336,Positive
292030,The Witcher 3: Wild Hunt,"Comparing to other games released in 2015, well gta5 and fallout4 are pretty great, but witcher3 is amazing, fantastic , engaging and beast rpg game of 2015 (pretty sure it will be the best among 2016 games as well). Man I just love how the stories are told even though the other parts of the game (graphics, combat, atmosphere) are so close to perfection.  A game of movies and stories reflecting our daily lives and humanity in a magical world of fantasy, challenges and of course scheme, betrayal, decieving. Question is: what kind of person do you want Geralt to be? A reflecting of yourself or the opposite of yourself.  Its up to you.  Before you start the game, just google the story line for Geralt before witcher 3 if you are new to the series to get an overview of the world in the story. Witcher 2 and 1 were good at their time but you may get sick about their outdated graphics.  Just buy it, it'll worth much for than a few skins in csgo or dota2 or lol.  Btw, the bad part is witcher3 will be the last game for Geralt's story. Witcher 4 may be about a different witcher of school of cats or sth.  THE “I'M NOT CRYING, THERE'S SOMETHING IN MY EYE” AWARD",1,0.11787743506493506,Positive
292030,The Witcher 3: Wild Hunt,M8 THE MUSIC IN THIS GAME IS LIKE THE BEST ♥♥♥♥ING ♥♥♥♥ EVER AHHHHAHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH!!!!!!!!!!     Oh yeah and the game is pretty good too.,1,0.22999999999999998,Positive
293540,Guns and Robots,this is a nice game and i like it very much!,1,0.17499999999999996,Positive
295550,,Very nice game and it isn`t P2W.... Just collect gold buy reales and you`re ready...,1,0.19333333333333336,Positive
298260,Only If,Racist and Funny game 11/10,1,-0.07500000000000001,Neutral
307640,Stick RPG 2,"Best stick game ever, made me sticky ;)",1,0.2833333333333333,Positive
307780,Mortal Kombat X,"After this, I will never ever buy a Mortal Kombat game again, only if it has such quality, as Shaolin Monks had. This game was a huge mistake of my life.",-1,-0.08000000000000002,Neutral
310890,Breach & Clear: Deadline Rebirth (2016),Its a pretty neat game,1,-0.07500000000000001,Neutral
310950,Street Fighter V,"Hey look! It's out.  Oh wait. I can't login to the server....  The game IS out, right?",-1,-0.05714285714285716,Neutral
311210,Call of Duty: Black Ops III,"The best Call of Duty since World At War. Base Call of Duty mechanics with a more Arena Shooter style feel - The movement is easily compareable to a mixture of Unreal Tournament 4's Alpha (Q1 2016 release) (with a bit of UT3-isms) with a bit longer wall running that UT4; in the vein of Titanfall but not as overly long. - SP - C+/B- (CO-OP B+ due to how well thought out the Co-oP really was!) - - Zombies - A- - World at War still has the best Zombie Mode, and while I only have the retail map, I can say they did it proper compared to the recent installments; although I hope they bring the WaW and Initial Blops 1 Zombie Maps in DLC - MP - Playing Casually for Fun - A+ - dead on 97 CoD meets Unreal/Quake? Great Job Treyarch! - MP - Playing with your eSports Team as a group - A+ - Everything you want in coordination and tactics from eSports at the break neck speed of titles like UT/Quake that while UT4 will also heavily focus on CTF in eSports, and DOOM will have Clan Arena a serious eSports mode... Duels are what these titles are known for; to nail down that speed and movement in endless team based modes deserves the score! - MP - Playing Competitive Leagues or Pugs on PC platform = B- due to PS4 being lead eSports platform and difficulty finding good competition  - MP - Net Code - A- - Very Solid; only complaint is how the slight aim assisting that occurs seems to alter hit boxes in patches but it is improving - MP GAME MODE VARIETY = A+ 100/100 - BUT - Due to the fact nobody plays the amazing Demolition, CTF, Uplink, ... hell any mode that isnt TDM, DOM, and you can /find HardPoint / Kill Confirmed / Matches but.... sometimes you seriously can NOT outside the moshpit playlist. Thus PC Modes played Earns a rough C instead of the perfect A+ 100/100 - Player Base - Not as toxic as Counter-Strike which I cannot believe I am saying! Nowhere as helpful as Rainbow Six Siege. B+  Overall A-",1,0.05711336336336335,Neutral
314560,Kyn,"This a fun and unique top down RPG. The graphics crisp and entertaining, gameplay is very smooth and quick to learn. Worth the download for sure.",1,0.3422777777777778,Positive
314660,Oddworld: New 'n' Tasty,I love Oddworld! Simples.,1,0.625,Positive
322170,Geometry Dash,"A perfect 'Rage-game'. I can't stop playing this because it's challenging, fun and rewarding in practice OR normal, it's rewarding. It is addictive. NO other games have come close to this or INK, i prefare geometry dash to INK tho. The makers of this are absolute tools IMO, for example, theres an achievement for subbing to them on YT, liking the game on facebook and checking for more games. 10/10 Luv Dis Game.",1,0.24270833333333333,Positive
323470,DRAGON BALL XENOVERSE,"a little bit mixture of dynasty warriors element in this game. some missions you need help from player to play with you instead of a.i. to achieve victory. like some other game the a.i. sometimes helpful and sometimes doesn't properly do what it suppose to do or just easily beaten. the japanese voice actors character is better than the english voice actors, few characters of the voice actors in english doesn't have the original which make the game less 'annoying' using english vo. this game has replay ability after beaten game which unlock new character slot so you make new race with human, majin, saiyan, namekan, or frieza.  height and physique affect your character performance.  height effects basic attack and movement speed. - short character has can move quickly but less basic strike power - avenrage character has balance movement speed and basic strike - tall character has more basic strike boost but less movement speed  weight effects physical relatated attacks and ki relataed attacks - small build has ki relataed attacks boost but physical relatated attacks - average build has balance physical relatated attacks and ki relataed attacks - big build has physical relatated attacks boost but less ki relataed attacks",1,-0.05170454545454547,Neutral
324810,TOXIKK,This game is a rip off of UT3         That's not a bad thing,1,-0.02500000000000005,Neutral
